"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
280,"60","RL",83,10005,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","1Fam","2Story",7,5,1977,1977,"Hip","BrkFace",299,"TA","TA","CBlock","Gd","TA","No","BLQ",392,"Unf",0,768,1160,"GasA","Ex","Y","SBrkr",1156,866,0,2022,0,0,2,1,4,1,"TA",8,"Typ",1,"Attchd",1977,"Fin",2,505,"TA","TA","Y",288,117,0,0,0,0,0,3,2008,"WD","Normal",2.49858358029859
1300,"20","RL",75,7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,1994,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",906,0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,"Typ",0,"Attchd",1959,"RFn",1,305,"TA","TA","Y",218,0,0,0,0,0,0,5,2010,"WD","Normal",2.48028832517491
286,"160","FV",35,4251,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"Detchd",2006,"RFn",2,528,"TA","TA","Y",0,54,0,0,0,0,0,6,2007,"New","Partial",2.48589623633283
358,"120","RM",44,4224,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,0,8,2007,"WD","Normal",2.46857357832527
179,"20","RL",63,17423,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","1Fam","1Story",9,5,2008,2009,"Hip","Stone",748,"Ex","TA","PConc","Ex","TA","No","GLQ",1904,"Unf",0,312,2216,"GasA","Ex","Y","SBrkr",2234,0,0,2234,1,0,2,0,1,1,"Ex",9,"Typ",1,"Attchd",2009,"Fin",3,1166,"TA","TA","Y",0,60,0,0,0,0,0,7,2009,"New","Partial",2.57459733070916
1421,"60","RL",90,11700,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","BrkFace",420,"TA","TA","CBlock","TA","TA","No","ALQ",404,"Unf",0,304,708,"GasA","Gd","Y","SBrkr",708,708,0,1416,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1968,"RFn",2,776,"TA","TA","Y",0,169,0,0,119,0,0,5,2006,"WD","Normal",2.49321837978679
398,"60","RL",69,7590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","1Fam","2Story",5,5,1962,1962,"Gable","BrkFace",288,"TA","TA","CBlock","TA","TA","No","ALQ",540,"Unf",0,324,864,"GasA","TA","Y","SBrkr",876,936,0,1812,0,0,2,0,4,1,"TA",8,"Typ",1,"Attchd",1962,"RFn",1,264,"TA","TA","Y",0,168,0,0,0,0,0,7,2007,"WD","Normal",2.48828495403693
161,"20","RL",69,11120,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","1Fam","1Story",6,6,1984,1984,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",660,"Unf",0,572,1232,"GasA","TA","Y","SBrkr",1232,0,0,1232,0,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",1984,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD","Normal",2.48477608132697
877,"20","RL",94,25286,"Pave","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","1Fam","1Story",4,5,1963,1963,"Gable","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",633,"Unf",0,431,1064,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1963,"Unf",2,648,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",2.46745944104054
270,"20","RL",69,7917,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,7,1976,1976,"Hip","BrkFace",174,"TA","Gd","CBlock","TA","Gd","No","BLQ",751,"Unf",0,392,1143,"GasA","TA","Y","SBrkr",1113,0,0,1113,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1987,"RFn",1,504,"TA","Gd","Y",370,30,0,0,0,0,0,5,2007,"WD","Normal",2.47695575442031
602,"50","RM",50,9000,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,"Detchd",1979,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,0,12,2007,"WD","Normal",2.47287751981621
1207,"20","RH",69,8900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","1Fam","1Story",4,4,1966,1966,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1056,"Unf",0,0,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1966,"Unf",1,384,"TA","TA","Y",0,42,0,0,0,0,0,11,2006,"WD","Normal",2.44932991244819
723,"20","RL",70,8120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,7,1970,1970,"Gable","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",191,"Unf",0,673,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1994,"Unf",2,463,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",2.46232535012035
993,"60","RL",80,9760,"Pave","Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","1Fam","2Story",6,8,1964,1993,"Hip","BrkFace",340,"TA","TA","CBlock","TA","TA","Gd","BLQ",536,"Rec",117,169,822,"GasA","Gd","Y","SBrkr",1020,831,0,1851,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1964,"RFn",2,440,"TA","TA","Y",239,42,0,0,0,0,0,7,2007,"WD","Normal",2.49641219771315
572,"20","RL",60,7332,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Gable","BrkFace",207,"TA","TA","CBlock","TA","TA","No","BLQ",414,"Unf",0,450,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"Gd",4,"Typ",0,"Attchd",1959,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,0,10,2006,"WD","Abnorml",2.45918252181087
1077,"50","RL",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",5,8,1936,1989,"Gable","None",0,"TA","TA","CBlock","Fa","TA","No","ALQ",626,"Unf",0,170,796,"GasA","Gd","Y","SBrkr",1096,370,0,1466,0,1,2,0,3,1,"Gd",7,"Min1",1,"Attchd",1950,"Unf",2,566,"TA","TA","Y",436,21,0,0,0,0,500,4,2006,"WD","Normal",2.48852955546869
1180,"20","RL",77,8335,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,1954,1954,"Gable","None",0,"TA","TA","Slab","none","none","none","none",0,"none",0,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,"none",NA,"none",0,0,"none","none","N",0,36,190,0,0,0,0,4,2006,"WD","Normal",2.4371469970211
230,"120","RL",43,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1357,1373,"GasA","Ex","Y","SBrkr",1555,0,0,1555,0,0,2,0,2,1,"Gd",7,"Typ",1,"Attchd",2005,"Fin",2,430,"TA","TA","Y",143,20,0,0,0,0,0,5,2009,"WD","Normal",2.49879734521036
897,"30","RM",50,8765,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",4,6,1936,1950,"Gable","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",285,"Unf",0,666,951,"GasA","Ex","N","SBrkr",951,0,0,951,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1936,"Unf",1,327,"TA","TA","Y",0,28,0,0,0,0,0,4,2006,"WD","Abnorml",2.4489253735467
1035,"30","RL",50,6305,"Pave","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,7,1938,1950,"Gable","None",0,"TA","Gd","PConc","Fa","Fa","No","Unf",0,"Unf",0,920,920,"GasA","Ex","Y","SBrkr",954,0,0,954,0,0,1,0,2,1,"Fa",5,"Typ",1,"Basment",1938,"Unf",1,240,"Fa","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",2.45900418505117
961,"20","RL",50,7207,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1958,2008,"Gable","None",0,"TA","Gd","CBlock","TA","TA","Gd","BLQ",696,"Unf",0,162,858,"GasA","Gd","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",4,"Typ",0,"none",NA,"none",0,0,"none","none","Y",117,0,0,0,0,0,0,2,2010,"WD","Normal",2.45664833059731
1223,"50","RL",78,10496,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin",6,6,1949,1950,"Gable","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",0,844,1040,"GasA","Ex","Y","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1949,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",2.47406474729747
764,"60","RL",82,9430,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1999,1999,"Gable","BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",0,89,1252,"GasA","Ex","Y","SBrkr",1268,1097,0,2365,1,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",1999,"RFn",3,856,"TA","TA","Y",0,128,0,0,180,0,0,7,2009,"WD","Normal",2.54379157955734
16,"45","RM",51,6120,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Ex","Y","FuseA",854,0,0,854,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,0,0,0,0,0,7,2007,"WD","Normal",2.46729897395573
553,"20","RL",87,11146,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Gable","Stone",250,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1709,1709,"GasA","Ex","Y","SBrkr",1717,0,0,1717,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,908,"TA","TA","Y",169,39,0,0,0,0,0,7,2009,"WD","Normal",2.52179914903436
1250,"20","RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1950,1950,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",534,"Rec",96,246,876,"GasA","TA","Y","SBrkr",988,0,0,988,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1950,"Unf",1,276,"TA","TA","Y",0,80,0,0,0,0,0,5,2007,"WD","Normal",2.45846674001228
1311,"20","RL",100,17500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","PosA","1Fam","1Story",7,8,1959,2002,"Gable","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",0,496,1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"Attchd",1959,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,0,5,2010,"WD","Normal",2.54332380248981
1102,"20","RL",61,9758,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1971,1971,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",412,"LwQ",287,251,950,"GasA","TA","Y","SBrkr",950,0,0,950,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1981,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,0,7,2007,"WD","Normal",2.45882544368212
954,"60","RL",69,11075,"Pave","IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","1Fam","2Story",5,4,1969,1969,"Gable","BrkFace",232,"TA","TA","CBlock","TA","TA","Av","ALQ",562,"LwQ",193,29,784,"GasA","Ex","Y","SBrkr",1168,800,0,1968,0,1,2,1,4,1,"TA",7,"Min2",1,"Attchd",1969,"RFn",2,530,"TA","TA","Y",305,189,0,0,0,0,400,9,2008,"WD","Normal",2.48950022944387
1401,"50","RM",50,6000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,862,862,"GasA","TA","Y","SBrkr",950,208,0,1158,0,0,1,0,3,1,"TA",5,"Typ",1,"BuiltIn",1929,"RFn",1,208,"TA","TA","Y",0,0,112,0,0,0,0,7,2008,"WD","Normal",2.45918252181087
1447,"20","RL",69,26142,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1962,1962,"Gable","BrkFace",189,"TA","TA","CBlock","TA","TA","No","Rec",593,"Unf",0,595,1188,"GasA","TA","Y","SBrkr",1188,0,0,1188,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1962,"Unf",1,312,"TA","TA","P",261,39,0,0,0,0,0,4,2010,"WD","Normal",2.48237989358016
864,"20","RL",70,7931,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1148,"Unf",0,0,1148,"GasA","TA","Y","SBrkr",1148,0,0,1148,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1959,"Unf",1,672,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",2.46761957939851
1012,"90","RL",75,9825,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Duplex","1Story",5,5,1965,1965,"Hip","None",0,"TA","TA","CBlock","none","none","none","none",0,"none",0,0,0,"GasA","TA","N","SBrkr",1664,0,0,1664,0,0,2,0,4,2,"TA",8,"Typ",0,"none",NA,"none",0,0,"none","none","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",2.44347035768206
612,"80","RL",69,10395,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ",605,"Unf",0,427,1032,"GasA","TA","Y","SBrkr",1032,0,0,1032,0,1,2,0,3,1,"TA",6,"Typ",1,"Attchd",1978,"Unf",2,564,"TA","TA","Y",0,0,0,0,0,0,500,7,2007,"WD","Normal",2.47695575442031
54,"20","RL",68,50271,"Pave","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","1Fam","1Story",9,5,1981,1987,"Gable","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,"Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,0,11,2006,"WD","Normal",2.55419936845951
311,"60","RL",69,7685,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1993,1994,"Gable","BrkFace",112,"TA","TA","PConc","Gd","TA","No","ALQ",518,"Unf",0,179,697,"GasA","Gd","Y","SBrkr",697,804,0,1501,0,0,2,1,3,1,"Gd",6,"Typ",1,"Attchd",1993,"Fin",2,420,"TA","TA","Y",190,63,0,0,0,0,0,5,2006,"WD","Normal",2.4863498179974
75,"50","RM",60,5790,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,0,5,2010,"WD","Normal",2.4496520677533
1271,"40","RL",69,23595,"Pave","Reg","Low","AllPub","Inside","Sev","ClearCr","Norm","1Fam","1Story",7,6,1979,1979,"Shed","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",0,74,1332,"GasA","TA","Y","SBrkr",1332,192,0,1524,2,0,0,1,0,1,"Gd",4,"Typ",1,"Attchd",1979,"Fin",2,586,"TA","TA","Y",268,0,0,0,0,0,0,4,2010,"WD","Normal",2.52320040379975
248,"20","RL",75,11310,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1954,1954,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1367,1367,"GasA","Ex","Y","SBrkr",1375,0,0,1375,0,0,1,0,2,1,"TA",5,"Typ",1,"Attchd",1954,"Unf",2,451,"TA","TA","Y",0,30,0,0,0,0,0,6,2006,"WD","Normal",2.47227703941949
820,"120","RL",44,6371,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","Stone",128,"Gd","TA","PConc","Gd","TA","Mn","GLQ",733,"Unf",0,625,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2010,"RFn",2,484,"TA","TA","Y",192,35,0,0,0,0,0,6,2010,"New","Partial",2.51117536364848
1184,"30","RL",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,6,1920,1950,"Hip","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",821,"Unf",0,299,1120,"GasA","Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,"Detchd",1970,"Unf",2,720,"TA","TA","Y",229,0,0,0,0,0,0,6,2006,"WD","Normal",2.45918252181087
1387,"60","RL",80,16692,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","1Fam","2Story",7,5,1978,1978,"Gable","BrkFace",184,"TA","TA","CBlock","Gd","TA","No","BLQ",790,"LwQ",469,133,1392,"GasA","TA","Y","SBrkr",1392,1392,0,2784,1,0,3,1,5,1,"Gd",12,"Typ",2,"Attchd",1978,"RFn",2,564,"TA","TA","Y",0,112,0,0,440,519,2000,7,2006,"WD","Normal",2.52004984616068
1439,"20","RM",90,7407,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","1Fam","1Story",6,7,1957,1996,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",600,"Unf",0,312,912,"GasA","TA","Y","FuseA",1236,0,0,1236,1,0,1,0,2,1,"TA",6,"Typ",0,"Attchd",1957,"Unf",2,923,"TA","TA","Y",0,158,158,0,0,0,0,4,2010,"WD","Normal",2.4779146434506
362,"50","RL",69,9144,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,"Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,0,7,2008,"WD","Normal",2.47523410631641
129,"60","RL",69,7590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","1Fam","2Story",6,5,1966,1966,"Gable","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1966,"RFn",2,453,"TA","TA","Y",188,108,0,0,0,0,0,7,2006,"WD","Normal",2.480830051399
606,"60","RL",85,13600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","2Story",7,6,1965,1990,"Gable","BrkFace",176,"TA","TA","CBlock","TA","TA","No","BLQ",454,"Unf",0,314,768,"GasA","TA","Y","SBrkr",1186,800,0,1986,0,0,2,1,3,1,"TA",7,"Typ",3,"Attchd",1965,"Unf",2,486,"TA","TA","Y",0,42,0,0,189,0,0,10,2009,"WD","Normal",2.50395451995089
829,"60","RL",69,28698,"Pave","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","1Fam","2Story",5,5,1967,1967,"Flat","None",0,"TA","TA","PConc","TA","Gd","Gd","LwQ",249,"ALQ",764,0,1013,"GasA","TA","Y","SBrkr",1160,966,0,2126,0,1,2,1,3,1,"TA",7,"Min2",0,"Attchd",1967,"Fin",2,538,"TA","TA","Y",486,0,0,0,225,0,0,6,2009,"WD","Abnorml",2.49552598981291
1313,"60","RL",69,9572,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1990,1990,"Gable","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",482,"Unf",0,971,1453,"GasA","Ex","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",1990,"RFn",2,750,"Gd","Gd","Y",500,0,0,0,0,0,0,6,2007,"WD","Normal",2.53513881317006
1156,"20","RL",90,10768,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Veenker","Norm","1Fam","1Story",5,8,1976,2004,"Gable","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"GasA","TA","Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1976,"RFn",2,528,"TA","TA","Y",0,21,0,0,180,0,0,7,2007,"WD","Normal",2.50896901029671
1163,"20","RL",109,8724,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Gable","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD","Normal",2.46534724599481
421,"90","RM",78,7060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"GasA","Ex","Y","SBrkr",1344,0,0,1344,2,0,2,0,2,2,"TA",8,"Typ",0,"Attchd",1997,"Fin",4,784,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Alloca",2.50447123397143
1202,"60","RL",80,10400,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1998,1998,"Gable","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",1998,"RFn",2,546,"TA","TA","Y",198,36,0,0,0,0,0,3,2009,"WD","Normal",2.50106843598329
20,"20","RL",70,7560,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1958,1965,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",504,"Unf",0,525,1029,"GasA","TA","Y","SBrkr",1339,0,0,1339,0,0,1,0,3,1,"TA",6,"Min1",0,"Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"COD","Abnorml",2.47167188978384
1058,"60","RL",69,29959,"Pave","IR2","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","1Fam","2Story",7,6,1994,1994,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",595,"Unf",0,378,973,"GasA","Ex","Y","SBrkr",979,871,0,1850,0,0,2,1,3,1,"Gd",7,"Typ",1,"BuiltIn",1994,"Fin",2,467,"TA","TA","Y",168,98,0,0,0,0,0,1,2009,"WD","Normal",2.51940340409896
1115,"20","RL",90,5400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,1954,2000,"Gable","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",415,"Unf",0,418,833,"GasA","Ex","Y","SBrkr",833,0,0,833,0,0,1,0,2,1,"Gd",4,"Typ",0,"Detchd",1955,"Unf",1,326,"TA","TA","Y",0,0,0,0,0,0,0,8,2006,"WD","Normal",2.45701538062282
661,"60","RL",69,12384,"Pave","Reg","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1976,1976,"Gable","BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,793,793,"GasA","TA","Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1976,"RFn",2,550,"TA","TA","Y",0,113,252,0,0,0,0,11,2007,"WD","Normal",2.50106843598329
61,"20","RL",63,13072,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","1Fam","1Story",6,5,2004,2004,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,0,5,2006,"New","Partial",2.48243278497365
